From	To	Edits	Jaro-Winkler	Total Distance	Edit list
coelicolae's	covfefe	9	0.708	9.51	delete 'e' at 3, delete 'l' at 4, delete 'i' at 5, delete 'c' at 6, delete 'o' at 7, replace 'l' at 8 with 'v' (distance 5.1), replace 'a' at 9 with 'f' (distance 3), replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
coello	covfefe	5	0.714	18.5	insert 'v' at 3, replace 'e' at 3 with 'f' (distance 1.41), replace 'l' at 4 with 'e' (distance 6.08), replace 'l' at 5 with 'f' (distance 5), replace 'o' at 6 with 'e' (distance 6), 
coelogyne	covfefe	6	0.738	11.6	delete 'e' at 3, delete 'l' at 4, replace 'o' at 5 with 'v' (distance 5.39), replace 'g' at 6 with 'f' (distance 1), replace 'y' at 7 with 'e' (distance 3), replace 'n' at 8 with 'f' (distance 2.24), 
coelogyne's	covfefe	8	0.716	6.48	delete 'e' at 3, delete 'l' at 4, delete 'o' at 5, delete 'g' at 6, replace 'y' at 7 with 'v' (distance 2.83), replace 'n' at 8 with 'f' (distance 2.24), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coelomocoela	covfefe	9	0.708	13.3	delete 'e' at 3, delete 'l' at 4, delete 'o' at 5, delete 'm' at 6, delete 'o' at 7, replace 'c' at 8 with 'v' (distance 1), replace 'o' at 9 with 'f' (distance 5.1), replace 'l' at 11 with 'f' (distance 5), replace 'a' at 12 with 'e' (distance 2.24), 
coendidae	covfefe	6	0.738	9.54	delete 'e' at 3, delete 'n' at 4, replace 'd' at 5 with 'v' (distance 1.41), replace 'i' at 6 with 'f' (distance 4.12), replace 'd' at 7 with 'e' (distance 1), replace 'a' at 8 with 'f' (distance 3), 
coendidae's	covfefe	8	0.716	5.83	delete 'e' at 3, delete 'n' at 4, delete 'd' at 5, delete 'i' at 6, replace 'd' at 7 with 'v' (distance 1.41), replace 'a' at 8 with 'f' (distance 3), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coerebidae	covfefe	6	0.726	6.24	replace 'e' at 3 with 'v' (distance 2.24), replace 'r' at 4 with 'f' (distance 1), delete 'b' at 6, delete 'i' at 7, delete 'd' at 8, replace 'a' at 9 with 'f' (distance 3), 
coerebidae's	covfefe	8	0.708	6.24	replace 'e' at 3 with 'v' (distance 2.24), replace 'r' at 4 with 'f' (distance 1), delete 'b' at 6, delete 'i' at 7, delete 'd' at 8, replace 'a' at 9 with 'f' (distance 3), delete ''' at 11, delete 's' at 12, 
coetzee	covfefe	4	0.771	7.89	replace 'e' at 3 with 'v' (distance 2.24), replace 't' at 4 with 'f' (distance 1.41), replace 'z' at 5 with 'e' (distance 2.83), replace 'e' at 6 with 'f' (distance 1.41), 
coetzee's	covfefe	6	0.738	5.83	delete 'e' at 3, delete 't' at 4, replace 'z' at 5 with 'v' (distance 3), replace 'e' at 6 with 'f' (distance 1.41), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coeus	covfefe	4	0.741	4.58	insert 'v' at 3, insert 'f' at 4, replace 'u' at 4 with 'f' (distance 3.16), replace 's' at 5 with 'e' (distance 1.41), 
cofane	covfefe	3	0.797	4.47	insert 'v' at 3, replace 'a' at 4 with 'e' (distance 2.24), replace 'n' at 5 with 'f' (distance 2.24), 
cofane's	covfefe	5	0.752	6.81	delete 'f' at 3, replace 'a' at 4 with 'v' (distance 3.16), replace 'n' at 5 with 'f' (distance 2.24), replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coffea	covfefe	3	0.826	3.24	replace 'f' at 3 with 'v' (distance 1), insert 'f' at 6, replace 'a' at 6 with 'e' (distance 2.24), 
coffea's	covfefe	4	0.77	2.41	replace 'f' at 3 with 'v' (distance 1), delete 'a' at 6, replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coffee	covfefe	2	0.917	1	replace 'f' at 3 with 'v' (distance 1), insert 'f' at 6, 
coffee's	covfefe	4	0.851	2.41	replace 'f' at 3 with 'v' (distance 1), delete 'e' at 5, replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coffeen	covfefe	3	0.879	6.02	replace 'f' at 3 with 'v' (distance 1), replace 'e' at 6 with 'f' (distance 1.41), replace 'n' at 7 with 'e' (distance 3.61), 
coffeen's	covfefe	5	0.829	2.41	replace 'f' at 3 with 'v' (distance 1), delete 'e' at 6, delete 'n' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coffeeville	covfefe	6	0.827	6	replace 'f' at 3 with 'v' (distance 1), delete 'e' at 6, delete 'v' at 7, delete 'i' at 8, delete 'l' at 9, replace 'l' at 10 with 'f' (distance 5), 
coffeeville's	covfefe	8	0.801	6	replace 'f' at 3 with 'v' (distance 1), delete 'e' at 6, delete 'v' at 7, delete 'i' at 8, delete 'l' at 9, replace 'l' at 10 with 'f' (distance 5), delete ''' at 12, delete 's' at 13, 
coffeng	covfefe	3	0.794	5.47	replace 'f' at 3 with 'v' (distance 1), replace 'n' at 6 with 'f' (distance 2.24), replace 'g' at 7 with 'e' (distance 2.24), 
coffeng's	covfefe	5	0.752	2.41	replace 'f' at 3 with 'v' (distance 1), delete 'n' at 6, delete 'g' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coffey	covfefe	3	0.826	4	replace 'f' at 3 with 'v' (distance 1), insert 'f' at 6, replace 'y' at 6 with 'e' (distance 3), 
coffey's	covfefe	4	0.77	2.41	replace 'f' at 3 with 'v' (distance 1), delete 'y' at 6, replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coffeyville	covfefe	6	0.846	6	replace 'f' at 3 with 'v' (distance 1), delete 'y' at 6, delete 'v' at 7, delete 'i' at 8, delete 'l' at 9, replace 'l' at 10 with 'f' (distance 5), 
coffeyville's	covfefe	8	0.82	6	replace 'f' at 3 with 'v' (distance 1), delete 'y' at 6, delete 'v' at 7, delete 'i' at 8, delete 'l' at 9, replace 'l' at 10 with 'f' (distance 5), delete ''' at 12, delete 's' at 13, 
coffin	covfefe	4	0.797	9.14	insert 'v' at 3, replace 'f' at 4 with 'e' (distance 1.41), replace 'i' at 5 with 'f' (distance 4.12), replace 'n' at 6 with 'e' (distance 3.61), 
coffin's	covfefe	5	0.752	6.02	replace 'f' at 3 with 'v' (distance 1), delete 'i' at 5, replace 'n' at 6 with 'e' (distance 3.61), replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coffman	covfefe	4	0.771	11.2	replace 'f' at 3 with 'v' (distance 1), replace 'm' at 5 with 'e' (distance 3.61), replace 'a' at 6 with 'f' (distance 3), replace 'n' at 7 with 'e' (distance 3.61), 
coffman's	covfefe	6	0.738	6.02	replace 'f' at 3 with 'v' (distance 1), delete 'm' at 5, delete 'a' at 6, replace 'n' at 7 with 'e' (distance 3.61), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
cofield	covfefe	4	0.771	11.1	replace 'f' at 3 with 'v' (distance 1), replace 'i' at 4 with 'f' (distance 4.12), replace 'l' at 6 with 'f' (distance 5), replace 'd' at 7 with 'e' (distance 1), 
cofield's	covfefe	6	0.738	6.54	replace 'f' at 3 with 'v' (distance 1), replace 'i' at 4 with 'f' (distance 4.12), delete 'l' at 6, delete 'd' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
cofsky	covfefe	4	0.714	8.41	insert 'v' at 3, replace 's' at 4 with 'e' (distance 1.41), replace 'k' at 5 with 'f' (distance 4), replace 'y' at 6 with 'e' (distance 3), 
cogen	covfefe	4	0.741	4.61	insert 'v' at 3, replace 'g' at 3 with 'f' (distance 1), insert 'f' at 6, replace 'n' at 5 with 'e' (distance 3.61), 
coh	covfefe	5	0.721	3.16	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, insert 'f' at 6, replace 'h' at 3 with 'e' (distance 3.16), 
cohe	covfefe	4	0.781	2	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, replace 'h' at 3 with 'f' (distance 2), 
cohe's	covfefe	4	0.714	3.41	insert 'v' at 3, replace 'h' at 3 with 'f' (distance 2), replace ''' at 5 with 'f' (non-letter, distance ignored), replace 's' at 6 with 'e' (distance 1.41), 
cohen	covfefe	4	0.741	5.61	insert 'v' at 3, replace 'h' at 3 with 'f' (distance 2), insert 'f' at 6, replace 'n' at 5 with 'e' (distance 3.61), 
cohens	covfefe	4	0.714	5.65	insert 'v' at 3, replace 'h' at 3 with 'f' (distance 2), replace 'n' at 5 with 'f' (distance 2.24), replace 's' at 6 with 'e' (distance 1.41), 
cohette	covfefe	4	0.771	7.06	replace 'h' at 3 with 'v' (distance 2.24), replace 'e' at 4 with 'f' (distance 1.41), replace 't' at 5 with 'e' (distance 2), replace 't' at 6 with 'f' (distance 1.41), 
cohette's	covfefe	6	0.738	5.06	delete 'h' at 3, delete 'e' at 4, replace 't' at 5 with 'v' (distance 2.24), replace 't' at 6 with 'f' (distance 1.41), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
cohleen	covfefe	4	0.771	12.3	replace 'h' at 3 with 'v' (distance 2.24), replace 'l' at 4 with 'f' (distance 5), replace 'e' at 6 with 'f' (distance 1.41), replace 'n' at 7 with 'e' (distance 3.61), 
cohleen's	covfefe	6	0.738	8.65	replace 'h' at 3 with 'v' (distance 2.24), replace 'l' at 4 with 'f' (distance 5), delete 'e' at 6, delete 'n' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
cohlette	covfefe	4	0.752	8.65	replace 'h' at 3 with 'v' (distance 2.24), replace 'l' at 4 with 'f' (distance 5), delete 't' at 6, replace 't' at 7 with 'f' (distance 1.41), 
cohlette's	covfefe	6	0.726	8.65	replace 'h' at 3 with 'v' (distance 2.24), replace 'l' at 4 with 'f' (distance 5), delete 't' at 6, replace 't' at 7 with 'f' (distance 1.41), delete ''' at 9, delete 's' at 10, 
cohoes	covfefe	4	0.714	8.75	replace 'h' at 3 with 'v' (distance 2.24), replace 'o' at 4 with 'f' (distance 5.1), insert 'f' at 6, replace 's' at 6 with 'e' (distance 1.41), 
coire	covfefe	4	0.741	6	insert 'v' at 3, insert 'f' at 4, replace 'i' at 3 with 'e' (distance 5), replace 'r' at 4 with 'f' (distance 1), 
coke	covfefe	4	0.781	4	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, replace 'k' at 3 with 'f' (distance 4), 
coke's	covfefe	4	0.714	5.41	insert 'v' at 3, replace 'k' at 3 with 'f' (distance 4), replace ''' at 5 with 'f' (non-letter, distance ignored), replace 's' at 6 with 'e' (distance 1.41), 
cokedale	covfefe	5	0.752	10.5	delete 'k' at 3, replace 'e' at 4 with 'v' (distance 2.24), replace 'd' at 5 with 'f' (distance 1), replace 'a' at 6 with 'e' (distance 2.24), replace 'l' at 7 with 'f' (distance 5), 
cokedale's	covfefe	7	0.726	9.58	delete 'k' at 3, delete 'e' at 4, delete 'd' at 5, replace 'a' at 6 with 'v' (distance 3.16), replace 'l' at 7 with 'f' (distance 5), replace ''' at 9 with 'f' (non-letter, distance ignored), replace 's' at 10 with 'e' (distance 1.41), 
coker	covfefe	4	0.741	5	insert 'v' at 3, replace 'k' at 3 with 'f' (distance 4), insert 'f' at 6, replace 'r' at 5 with 'e' (distance 1), 
cokes	covfefe	4	0.741	5.41	insert 'v' at 3, replace 'k' at 3 with 'f' (distance 4), insert 'f' at 6, replace 's' at 5 with 'e' (distance 1.41), 
cokeville	covfefe	5	0.752	15.2	delete 'k' at 3, delete 'e' at 4, replace 'i' at 6 with 'f' (distance 4.12), replace 'l' at 7 with 'e' (distance 6.08), replace 'l' at 8 with 'f' (distance 5), 
cokeville's	covfefe	7	0.725	6.41	delete 'k' at 3, delete 'e' at 4, delete 'i' at 6, delete 'l' at 7, replace 'l' at 8 with 'f' (distance 5), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
col	covfefe	5	0.721	6.08	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, insert 'f' at 6, replace 'l' at 3 with 'e' (distance 6.08), 
colbertine	covfefe	6	0.726	8.75	replace 'l' at 3 with 'v' (distance 5.1), replace 'b' at 4 with 'f' (distance 1.41), delete 'r' at 6, delete 't' at 7, delete 'i' at 8, replace 'n' at 9 with 'f' (distance 2.24), 
colbertine's	covfefe	8	0.708	8.75	replace 'l' at 3 with 'v' (distance 5.1), replace 'b' at 4 with 'f' (distance 1.41), delete 'r' at 6, delete 't' at 7, delete 'i' at 8, replace 'n' at 9 with 'f' (distance 2.24), delete ''' at 11, delete 's' at 12, 
colbye	covfefe	4	0.714	10.1	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace 'b' at 4 with 'e' (distance 2.83), replace 'y' at 5 with 'f' (distance 2.24), 
colchester	covfefe	6	0.726	4.41	delete 'l' at 3, replace 'c' at 4 with 'v' (distance 1), replace 'h' at 5 with 'f' (distance 2), delete 's' at 7, replace 't' at 8 with 'f' (distance 1.41), delete 'r' at 10, 
colden	covfefe	4	0.714	9.7	replace 'l' at 3 with 'v' (distance 5.1), replace 'd' at 4 with 'f' (distance 1), insert 'f' at 6, replace 'n' at 6 with 'e' (distance 3.61), 
cole	covfefe	4	0.781	5	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, replace 'l' at 3 with 'f' (distance 5), 
cole's	covfefe	4	0.714	6.41	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace ''' at 5 with 'f' (non-letter, distance ignored), replace 's' at 6 with 'e' (distance 1.41), 
coleen	covfefe	4	0.797	10	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace 'e' at 5 with 'f' (distance 1.41), replace 'n' at 6 with 'e' (distance 3.61), 
coleen's	covfefe	5	0.752	7.93	replace 'l' at 3 with 'v' (distance 5.1), replace 'e' at 4 with 'f' (distance 1.41), delete 'n' at 6, replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
colen	covfefe	4	0.741	8.61	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), insert 'f' at 6, replace 'n' at 5 with 'e' (distance 3.61), 
colene	covfefe	3	0.797	7.24	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace 'n' at 5 with 'f' (distance 2.24), 
colene's	covfefe	5	0.752	5.89	delete 'l' at 3, replace 'e' at 4 with 'v' (distance 2.24), replace 'n' at 5 with 'f' (distance 2.24), replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
coleochaete	covfefe	7	0.716	6.65	delete 'l' at 3, delete 'e' at 4, delete 'o' at 5, delete 'c' at 6, replace 'h' at 7 with 'v' (distance 2.24), replace 'a' at 8 with 'f' (distance 3), replace 't' at 10 with 'f' (distance 1.41), 
coleochaete's	covfefe	9	0.701	6.65	delete 'l' at 3, delete 'e' at 4, delete 'o' at 5, delete 'c' at 6, replace 'h' at 7 with 'v' (distance 2.24), replace 'a' at 8 with 'f' (distance 3), replace 't' at 10 with 'f' (distance 1.41), delete ''' at 12, delete 's' at 13, 
coleoptera	covfefe	7	0.726	11	delete 'l' at 3, delete 'e' at 4, delete 'o' at 5, replace 'p' at 6 with 'v' (distance 6.32), replace 't' at 7 with 'f' (distance 1.41), replace 'r' at 9 with 'f' (distance 1), replace 'a' at 10 with 'e' (distance 2.24), 
coleoptera's	covfefe	9	0.708	9.15	delete 'l' at 3, delete 'e' at 4, delete 'o' at 5, replace 'p' at 6 with 'v' (distance 6.32), replace 't' at 7 with 'f' (distance 1.41), delete 'r' at 9, delete 'a' at 10, replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
coleraine	covfefe	6	0.738	12.2	delete 'l' at 3, delete 'e' at 4, replace 'r' at 5 with 'v' (distance 2), replace 'a' at 6 with 'f' (distance 3), replace 'i' at 7 with 'e' (distance 5), replace 'n' at 8 with 'f' (distance 2.24), 
coleraine's	covfefe	8	0.716	8.12	delete 'l' at 3, delete 'e' at 4, delete 'r' at 5, delete 'a' at 6, replace 'i' at 7 with 'v' (distance 4.47), replace 'n' at 8 with 'f' (distance 2.24), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coleridge	covfefe	6	0.738	8.12	delete 'l' at 3, delete 'e' at 4, replace 'r' at 5 with 'v' (distance 2), replace 'i' at 6 with 'f' (distance 4.12), replace 'd' at 7 with 'e' (distance 1), replace 'g' at 8 with 'f' (distance 1), 
coleridge's	covfefe	8	0.716	3.83	delete 'l' at 3, delete 'e' at 4, delete 'r' at 5, delete 'i' at 6, replace 'd' at 7 with 'v' (distance 1.41), replace 'g' at 8 with 'f' (distance 1), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coleridgean	covfefe	8	0.716	9.02	delete 'l' at 3, delete 'e' at 4, delete 'r' at 5, delete 'i' at 6, replace 'd' at 7 with 'v' (distance 1.41), replace 'g' at 8 with 'f' (distance 1), replace 'a' at 10 with 'f' (distance 3), replace 'n' at 11 with 'e' (distance 3.61), 
coles	covfefe	4	0.741	6.41	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), insert 'f' at 6, replace 's' at 5 with 'e' (distance 1.41), 
colet	covfefe	4	0.741	7	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), insert 'f' at 6, replace 't' at 5 with 'e' (distance 2), 
coleta	covfefe	4	0.714	8.65	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace 't' at 5 with 'f' (distance 1.41), replace 'a' at 6 with 'e' (distance 2.24), 
colette	covfefe	4	0.771	9.93	replace 'l' at 3 with 'v' (distance 5.1), replace 'e' at 4 with 'f' (distance 1.41), replace 't' at 5 with 'e' (distance 2), replace 't' at 6 with 'f' (distance 1.41), 
colette's	covfefe	6	0.738	5.06	delete 'l' at 3, delete 'e' at 4, replace 't' at 5 with 'v' (distance 2.24), replace 't' at 6 with 'f' (distance 1.41), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coleus	covfefe	4	0.714	9.58	insert 'v' at 3, replace 'l' at 3 with 'f' (distance 5), replace 'u' at 5 with 'f' (distance 3.16), replace 's' at 6 with 'e' (distance 1.41), 
coleville	covfefe	5	0.752	15.2	delete 'l' at 3, delete 'e' at 4, replace 'i' at 6 with 'f' (distance 4.12), replace 'l' at 7 with 'e' (distance 6.08), replace 'l' at 8 with 'f' (distance 5), 
coleville's	covfefe	7	0.725	6.41	delete 'l' at 3, delete 'e' at 4, delete 'i' at 6, delete 'l' at 7, replace 'l' at 8 with 'f' (distance 5), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
colfax	covfefe	4	0.714	8.1	replace 'l' at 3 with 'v' (distance 5.1), insert 'e' at 5, replace 'a' at 5 with 'f' (distance 3), replace 'x' at 6 with 'e' (non-letter, distance ignored), 
colfin	covfefe	4	0.714	12.8	replace 'l' at 3 with 'v' (distance 5.1), insert 'e' at 5, replace 'i' at 5 with 'f' (distance 4.12), replace 'n' at 6 with 'e' (distance 3.61), 
colier	covfefe	4	0.714	10.2	replace 'l' at 3 with 'v' (distance 5.1), replace 'i' at 4 with 'f' (distance 4.12), insert 'f' at 6, replace 'r' at 6 with 'e' (distance 1), 
coliiformes	covfefe	7	0.716	7.71	delete 'l' at 3, delete 'i' at 4, replace 'i' at 5 with 'v' (distance 4.47), delete 'o' at 7, replace 'r' at 8 with 'e' (distance 1), replace 'm' at 9 with 'f' (distance 2.24), delete 's' at 11, 
coliiformes's	covfefe	9	0.701	5.89	delete 'l' at 3, delete 'i' at 4, replace 'i' at 5 with 'v' (distance 4.47), delete 'o' at 7, delete 'r' at 8, delete 'm' at 9, delete 's' at 11, replace ''' at 12 with 'f' (non-letter, distance ignored), replace 's' at 13 with 'e' (distance 1.41), 
colinette	covfefe	5	0.738	8.12	delete 'l' at 3, replace 'i' at 4 with 'v' (distance 4.47), replace 'n' at 5 with 'f' (distance 2.24), delete 't' at 7, replace 't' at 8 with 'f' (distance 1.41), 
colinette's	covfefe	7	0.716	8.12	delete 'l' at 3, replace 'i' at 4 with 'v' (distance 4.47), replace 'n' at 5 with 'f' (distance 2.24), delete 't' at 7, replace 't' at 8 with 'f' (distance 1.41), delete ''' at 10, delete 's' at 11, 
colleen	covfefe	4	0.771	15.1	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), replace 'e' at 6 with 'f' (distance 1.41), replace 'n' at 7 with 'e' (distance 3.61), 
colleen's	covfefe	6	0.738	11.5	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), delete 'e' at 6, delete 'n' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
collen	covfefe	4	0.714	13.7	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), insert 'f' at 6, replace 'n' at 6 with 'e' (distance 3.61), 
colleries	covfefe	5	0.738	14.2	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), delete 'r' at 6, replace 'i' at 7 with 'f' (distance 4.12), delete 's' at 9, 
collete	covfefe	3	0.771	11.5	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), replace 't' at 6 with 'f' (distance 1.41), 
collete's	covfefe	5	0.738	11.5	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), replace 't' at 6 with 'f' (distance 1.41), delete ''' at 8, delete 's' at 9, 
colletes	covfefe	4	0.752	11.5	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), replace 't' at 6 with 'f' (distance 1.41), delete 's' at 8, 
colletidae	covfefe	6	0.726	13.1	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), delete 't' at 6, delete 'i' at 7, delete 'd' at 8, replace 'a' at 9 with 'f' (distance 3), 
colletidae's	covfefe	8	0.708	13.1	replace 'l' at 3 with 'v' (distance 5.1), replace 'l' at 4 with 'f' (distance 5), delete 't' at 6, delete 'i' at 7, delete 'd' at 8, replace 'a' at 9 with 'f' (distance 3), delete ''' at 11, delete 's' at 12, 
